tweet-sno-1231	*  fraud  alert  *  This  text  message  is  circulating  in  NYC,  seeking  to  fool  people  into  taking  a  call  from  a  "contact  tracer"  asking  that  you  "pre-register"  for  a  vaccine.  NYC's  actual  contact  tracers  will  call  you  from  a  #  beginning  with  212-540-XXXX  or  212-242-XXXX.  [cont…]  pic.twitter.com/3MzBeMJI0p  —  Mark  D.  Levine  (@MarkLevineNYC)  January  6,  2021
tweet-sno-1232	Reading  about  how  few  of  the  rioters  were  arrested  yesterday  while  storming  the  Capitol  Building,  I'm  reminded  that  Georgia's  next  senator,  Rev.  Raphael  Warnock,  had  been  arrested  so  many  times  for  peacefully  protesting  at  the  Capitol  that  it  became  a  feature  of  his  stump  speech.  pic.twitter.com/llyJ8LvAlT  —  Jacob  Rubashkin  (@JacobRubashkin)  January  7,  2021
tweet-sno-1233	If  @realDonaldTrump  were  to  lose  (he  won’t)  his  supporters  will  go  to  work  tomorrow  just  as  we  do  everyday.  When  Biden  loses,  his  “supporters”  will  likely  loot  and  riot.  Tells  you  everything  you  need  to  know!  #Trump2020  —  Tomi  Lahren  (@TomiLahren)  November  3,  2020
tweet-sno-1234	Electoral  college  ballots  rescued  from  the  Senate  floor.  If  our  capable  floor  staff  hadn’t  grabbed  them,  they  would  have  been  burned  by  the  mob.  pic.twitter.com/2JCauUIlvg  —  Senator  Jeff  Merkley  (@SenJeffMerkley)  January  6,  2021
tweet-sno-1235	Here  are  the  women  –  Senate  aides  –  who  had  the  presence  of  mind  and  courage  to  transport  and  keep  safe  the  electoral  votes  before  fleeing  the  Senate.  There  will  always  be  villains.  There  will  always  be  heroes.  pic.twitter.com/lO0mNcHg7h  —  Robbin  ¯_(ツ)_/¯  (@RaeMargaret61)  January  7,  2021
tweet-sno-1236	Better  look  at  the  guy  with  the  'Camp  Auschwitz'  hoodie  from  yesterday.  Not  only  does  it  feature  the  SS  'totenkopf',  but  an  English  translation  of  'Arbeit  Macht  Frei'.  No  wiggle  room,  no  joking  here.  This  is  who  these  people  are.  (via  @MrTAchilles  )  pic.twitter.com/i6zjuIAQbx  —  Mike  Stuchbery  💀🍷  (@MikeStuchbery_)  January  7,  2021
tweet-sno-1237	This  woman  was  maced  inside  the  Capitol.  She  told  me,  "It's  a  revolution!"  pic.twitter.com/hMKYSzrkue  —  Hunter  Walker  (@hunterw)  January  6,  2021
tweet-sno-1238	Wait,  so  Elizabeth  from  Knoxville,  who  claims  she  was  maced  after  storming  the  Capitol,  was  dabbing  her  eyes  with  an  onion  towel?  pic.twitter.com/99UvDcS0Rj  —  Mike  P  Williams  (@Mike_P_Williams)  January  7,  2021
tweet-sno-1239	Over  the  next  10  days,  we  get  to  see  the  machines  that  are  crooked,  the  ballots  that  are  fraudulent.  And  if  we're  wrong,  we  will  be  made  fools  of.  But  if  we're  right,  and  lot  of  them  will  go  to  jail.  So  —  let's  have  trial  by  combat  —  Giuliani  pic.twitter.com/QAYvnplCj7  —  Aaron  Rupar  (@atrupar)  January  6,  2021
tweet-sno-1240	this  is  a  photo  of  the  National  Guard  stationed  in  response  to  a  Black  Lives  Matter  protest  at  the  Lincoln  Memorial  in  June  pic.twitter.com/BgkKO903OS  —  manny  (@mannyfidel)  January  6,  2021
tweet-sno-1241	Anarchists,  Agitators  or  Protestors  who  vandalize  or  damage  our  Federal  Courthouse  in  Portland,  or  any  Federal  Buildings  in  any  of  our  Cities  or  States,  will  be  prosecuted  under  our  recently  re-enacted  Statues  &  Monuments  Act.  MINIMUM  TEN  YEARS  IN  PRISON.  Don’t  do  it!  @DHSgov  —  Donald  J.  Trump  (@realDonaldTrump)  July  27,  2020
tweet-sno-1242	JUST  IN  –  @Mike_Pence  has  just  unfollowed  @realDonaldTrump  on  Twitter  —  Disclose.tv  🚨  (@disclosetv)  January  6,  2021
tweet-sno-1243	Scenes  from  DC  right  now.  They’ve  raised  the  confederate  flag  outside  the  Capitol.  pic.twitter.com/MAVv4a6DSA  —  Rebecca  Tan  (@rebtanhs)  January  6,  2021
tweet-sno-1244	That’s  the  confederate  flag  flying  outside  the  Senate  chamber  pic.twitter.com/1XB5TlAsuv  —  Igor  Bobic  (@igorbobic)  January  6,  2021
tweet-sno-1245	A  supporter  of  President  Donald  Trump  carries  a  Confederate  battle  flag  on  the  second  floor  of  the  U.S.  Capitol  near  the  entrance  to  the  Senate  after  breaching  security  defenses,  in  Washington,  January  6,  2021.  Photo  by  Mike  Theiler  pic.twitter.com/pbhwfAVsUX  —  corinne_perkins  (@corinne_perkins)  January  6,  2021
tweet-sno-1246	They  just  put  up  a  cross  in  front  of  the  capitol  building  pic.twitter.com/0LrGQ5zj9e  —  Anna  Timmer  (@VeritasSola)  January  6,  2021
tweet-sno-1247	Here  in  Italy  people  started  to  share  this  figure  claiming  that  this  is  the  diagram  of  the  5G  chip  that  has  been  inserted  in  the  covid  vaccine.  In  reality  it  is  the  electric  circuit  of  a  guitar  pedal  and  I  believe  that  putting  it  in  the  covid  vaccine  has  been  an  excellent  idea💡  pic.twitter.com/qXKnv7VVly  —  Mario  Fusco  🇪🇺  (@mariofusco)  December  28,  2020
tweet-sno-1248	A  view  of  fresh  snow  this  morning  from  Juniper  Hills  Ca  at  4500  ft.  Located  south  of  Pearblossom  in  the  San  Gabriel  foothills.  Photo  shared  by  Scott  Lezak.  #cawx  #SoCal  #LAweather  pic.twitter.com/xMiImPKfXq  —  NWS  Los  Angeles  (@NWSLosAngeles)  December  28,  2020
tweet-sno-1249	Around  1/2  inch  of  snow  at  the  3700  ft  level  in  Pearblossom  fell  early  this  morning.  Photo  taken  by  Michaela  Moffitt.  Thanks  Michaela  and  our  NWS  spotter  Scott  Lezak  for  forwarding  the  photo.  #cawx  #LAweather  #LAsnow  pic.twitter.com/gSnHCPi2Qk  —  NWS  Los  Angeles  (@NWSLosAngeles)  December  28,  2020
tweet-sno-1250	“Breaking  News:  In  Pennsylvania  there  were  205,000  more  votes  than  there  were  voters.  This  alone  flips  the  state  to  President  Trump.”  —  Donald  J.  Trump  (@realDonaldTrump)  December  28,  2020
tweet-sno-1251	When  are  we  going  to  be  allowed  to  do  signature  verification  in  Fulton  County,  Georgia?  The  process  is  going  VERY  slowly.  @BrianKempGA  Pennsylvania  just  found  205,000  votes  more  than  they  had  voters.  Therefore,  we  WIN  Pennsylvania!!!  —  Donald  J.  Trump  (@realDonaldTrump)  December  29,  2020
tweet-sno-1252	YOU  CANNOT  be  “cleared”  for  a  gathering  by  a  negative  COVID  test  1)  Might  be  too  early  in  course  to  detect  virus  2)  ~20%  of  tests  are  false  negatives  3)  You  could  become  infected  literally  0.1  seconds  after  your  swab  Sincerely,  An  increasingly  desperate  ER  doctor  https://t.co/f6q3V8UGj5  —  Wil  Gibb,  MD  (@Wil_Gibb)  December  27,  2020
tweet-sno-1253	My  family  &  I  went  to  @SanGiorgioMKE  last  night.  Great  food.  I  used  an  old  photo  since  we  didn't  take  one  last  night.  I'm  glad  this  tweet  has  generated  so  much  attention.  I  hope  people  support  Gino  and  his  team  at  @SanGiorgioMKE  .  Small  business  is  hurting,  &  they  need  our  support  —  Scott  Walker  (@ScottWalker)  December  27,  2020
tweet-sno-1254	Did  anyone  go  to  a  high  school  with  a  pool  under  the  basketball  court?  The  Bedford  Falls  High  School  gym  always  fascinated  me.  #ItsAWonderfulLife  —  Tiffany  L  Baldwin  (@tiffanybaldwin1)  December  25,  2020
tweet-sno-1255	It's  a  wonderful  life  (east  coast  feed)  about  to  show  the  pool  under  the  basketball  court  that  still  is  there  at  my  high  school.  #Beverly  —  Adam  Wohl  (@adamwohl)  December  25,  2012
tweet-sno-1256	Yes  it's  real.  Yes,  it's  powered  by  Intel.  And  yes,  it  has  a  chicken  warmer.  😅  #KFConsole  #IntelGaming  pic.twitter.com/WniXumUZZ2  —  Mark  Walton  (@markalexwalton)  December  22,  2020
tweet-sno-1257	Mayor  Buttigieg  says  he’s  a  gay  Christian.  As  a  Christian  I  believe  the  Bible  which  defines  homosexuality  as  sin,  something  to  be  repentant  of,  not  something  to  be  flaunted,  praised  or  politicized.  The  Bible  says  marriage  is  between  a  man  &  a  woman—not  two  men,  not  two  women.  2/3  —  Franklin  Graham  (@Franklin_Graham)  April  24,  2019
tweet-sno-1258	Kanye  West  $2M  PPP  loan.  Joel  Osteen  $4M.  Tom  Brady  $960K.  Most  Americans  $600.  #IAmVeryUpset  —  Marianne  Williamson  (@marwilliamson)  December  22,  2020
tweet-sno-1259	Vatican  'Darth  Vader'  nativity  scene  gets  earthly  thumbs  down  https://t.co/mKwiikqneU  —  Edmonton  Sun  (@Edmontonsun)  December  16,  2020
tweet-sno-1260	SIE  strives  to  ensure  a  high  level  of  customer  satisfaction,  and  we  will  begin  to  offer  a  full  refund  for  all  gamers  who  have  purchased  Cyberpunk  2077  via  PlayStation  Store  and  want  a  refund.  Please  visit  the  following  link  to  initiate  the  refund:  https://t.co/DEZlC0LmUG  .  —  Ask  PlayStation  (@AskPlayStation)  December  18,  2020
tweet-sno-1261	Cyberpunk  2077:  To  ensure  that  every  player  can  get  the  experience  they  expect  on  Xbox,  we  will  be  expanding  our  existing  refund  policy  to  offer  full  refunds  to  anyone  who  purchased  Cyberpunk  2077  digitally  from  the  Microsoft  Store,  until  further  notice.  https://t.co/04TcniwVzy  —  Xbox  Support  (@XboxSupport)  December  18,  2020
tweet-sno-1262	This  video  is  an  extract  from  yesterday’s  press  conference,  with  Hayabusa2  Project  Manager  Yuichi  Tsuda  confirming  samples  from  Ryugu  in  the  capsule!  pic.twitter.com/hrhbiD6EIf  —  HAYABUSA2@JAXA  (@haya2e_jaxa)  December  16,  2020
tweet-sno-1263	TEXAS  ELECTORAL  COLLEGE:  "The  Justices  went  into  a  closed  room…When  Texas  case  was  brought  up  he  said  he  heard  screaming  through  the  walls  as  Justice  Roberts  and  the  other  liberal  Justices  were  insisting…afraid  of  what  would  happen  if  they  did  right  thing…Moral  cowardice"  pic.twitter.com/JhnPN59wkP  —  Howard  Mortman  (@HowardMortman)  December  14,  2020
tweet-sno-1264	Yo  @chrisfairbanks  ,  this  seems  like  an  intersection  of  some  of  your  interests:  a  guy  in  my  neighborhood  built  a  mini-version  of  the  Rosebud  Motel  in  front  of  his  house!  pic.twitter.com/6kMwVhSVII  —  Jess  (@alesserknown)  December  15,  2020
tweet-sno-1265	Well  look  at  that,  Day-vahd  [said  in  our  best  Moira  Rose  voice]!  A  resident  in  Seattle's  Queen  Anne  neighborhood,  has  created  a  mini  Rosebud  Motel  using  the  retaining  wall  outside  his  home,  for  fans  of  the  award-winning  show  "Schitt's  Creek"  to  visit.  https://t.co/aTuqtduezu  pic.twitter.com/YfWWgFz1X7  —  WPDE  ABC15  (@wpdeabc15)  December  17,  2020
tweet-sno-1266	Perhaps  the  biggest  difference  between  2016  and  2020  is  @FoxNews  ,  despite  the  fact  that  I  went  from  63,000,000  Votes  to  75,000,000  Votes,  a  record  12,000,000  Vote  increase.  Obama  went  down  3,000,000  Votes,  and  won.  Rigged  Election!!!  —  Donald  J.  Trump  (@realDonaldTrump)  December  16,  2020
tweet-sno-1267	North  Face  denies  order  for  jackets  from  the  oil  and  gas  industry.  Their  jackets  have  oil  and  gas  products  in  them.  pic.twitter.com/jpGnr23Jmq  —  kyle  (@kylemott5)  December  11,  2020
tweet-sno-1268	Alex  Jones  at  the  pro-Trump  march  in  Washington,  DC:  "Joe  Biden  is  a  globalist,  and  Joe  Biden  will  be  removed,  one  way  or  another!"  pic.twitter.com/ujIc7XZcLb  —  Zachary  Petrizzo  (@ZTPetrizzo)  December  12,  2020
tweet-sno-1269	Is  the  island  in  the  Allstate  commercial  a  real  place?  I  want  to  live  there  —  Hall  of  Fame  Internet  Person  Stephen  (@SHGrove90)  November  29,  2020
tweet-sno-1270	The  small  island  with  2  lighthouses  &  the  guy  driving  a  classic  Land  Rover  in  the  Allstate  commercial  –  is  it  real?  Where  is  it?  Maine?  New  Brunswick?  —  Tom  Wallace  (@HiHRetrofonts)  November  23,  2020
tweet-sno-1271	BREAKING:  Christmas  Eve  is  now  a  federal  holiday  in  2020,  according  to  an  executive  order  signed  Friday  by  President  Trump.  —  Niels  Lesniewski  (@nielslesniewski)  December  11,  2020
tweet-sno-1272	Sister  Act  3  is  in  development!  🎤  @WhoopiGoldberg  returns  to  star  and  produce,  with  @TylerPerry  as  producer  as  well.  Sister  Act  3  will  premiere  on  @DisneyPlus  .  —  Disney  (@Disney)  December  11,  2020
tweet-sno-1273	Coming  exclusively  to  @DisneyPlus  is  Hocus  Pocus  2,  the  spooky  sequel  to  the  1993  Halloween  classic!  @AdamMShankman  is  set  to  direct.  —  Disney  (@Disney)  December  10,  2020
tweet-sno-1274	A  shopping  center  owner  is  suing  a  Chick-fil-A  restaurant,  claiming  that  the  restaurant’s  drive-thru  has  become  so  popular  that  cars  backflow  into  the  center’s  aisles.  Stay  updated  on  Toledo-area  news  by  downloading  #BladeNewsSlide  📲  https://t.co/3CepHdiIM5  pic.twitter.com/J1sZ980g9H  —  The  Blade  (@toledonews)  December  5,  2020
tweet-sno-1275	Costco  loses  an  estimated  $30  to  $40  million  a  year  by  sticking  to  their  $4.99  price  for  rotisserie  chicken.  They'd  rather  keep  members  happy  and  foot  traffic  high.  —  UberFacts  (@UberFacts)  June  5,  2020
tweet-sno-1276	No  Presidential  candidate  ever  came  even  close  to  losing  an  Election  who  won  Iowa,  Florida  and  Ohio.  I  won  all  three,  by  a  lot!  —  Donald  J.  Trump  (@realDonaldTrump)  December  11,  2020
tweet-sno-1277	NEW  YORKERS:  Today  I  learned  the  design  for  these  radiators  came  about  during  the  Spanish  flu  pandemic  of  1918.  Engineers  wanted  to  keep  an  apartment  warm  while  ventilating  the  space  from  airborne  illnesses  because  THEY  WERE  MEANT  TO  BE  KEPT  ON  WITH  THE  WINDOWS  FULLY  OPEN  (!!!!)  pic.twitter.com/OmomgkOmAv  —  Ana  Bretón  (@missbreton)  December  8,  2020
tweet-sno-1278	@McDonalds  very  disappointed  with  today's  bacon  egg  Mc  Muffin!!  No  proper  egg  and  it  was  still  frozen  cold!!  pic.twitter.com/m0ZTsYgYJr  —  Samara-Jaye  Little  (@Samara_Jaye)  April  9,  2015
tweet-sno-1279	Rep.  Louie  Gohmert’s  tooth  just  fell  out  at  his  press  conference.  pic.twitter.com/ieeEeBtcXp  —  The  Recount  (@therecount)  December  8,  2020
tweet-sno-1280	Joe  Biden  is  asked  about  his  disagreements  with  Kamala  Harris  on  certain  issues:  "Like  I  told  Barack,  if  I  reach  something  where  there's  a  fundamental  disagreement  we  have  based  on  a  moral  principle,  I'll  develop  some  disease  and  say  I  have  to  resign."  pic.twitter.com/SLcvrwaPCA  —  Daily  Caller  (@DailyCaller)  December  4,  2020
tweet-sno-1281	The  time  Indiana  Jones  caused  an  avalanche  with  his  saxophone.  pic.twitter.com/B9QHmi7WmY  —  Harry  Partridge  ⚡️  (@HappyHarryToons)  August  18,  2016
tweet-sno-1282	Just  for  you  completist  out  there.  I  remembered  today  that  Indiana  Jones  once  beat  some  villains  by  jamming  on  a  saxophone.  https://t.co/I4NaJksdxW  —  Eric  Havens  (@erichavens)  June  16,  2020
tweet-sno-1283	We  all  remember  that  time  Indiana  Jones  defeated  3  men  with  a  saxophone.  https://t.co/kBvTrm7ruy  —  Nick  Wright  (@burn8tor16)  February  2,  2019
tweet-sno-1284	HOLY  SHIT.  I  present  to  you  Harrison  Ford  as  a  bearded  Indiana  Jones,  learning  the  blues  from  @jfreewright  ,  then  looking  straight  into  camera  and  using  a  saxophone  TO  CAUSE  AN  AVALANCHE,  YOU  ARE  WELCOME  TWITTER  https://t.co/JhEd3FtXjA  —  Johnathon  🗳.  Rose-Lyon  (@JohnathonOscar)  January  29,  2019
tweet-sno-1285	1/  There  will  be  no  update  today.  At  8:30  am  this  morning,  state  police  came  into  my  house  and  took  all  my  hardware  and  tech.  They  were  serving  a  warrant  on  my  computer  after  DOH  filed  a  complaint.  They  pointed  a  gun  in  my  face.  They  pointed  guns  at  my  kids..  pic.twitter.com/DE2QfOmtPU  —  Rebekah  Jones  (@GeoRebekah)  December  7,  2020
tweet-sno-1286	Lmao  @NASA  apparently  asked  Sally  Ride,  the  first  woman  in  space,  if  ONE  HUNDRED  tampons  would  be  enough  for  a  week  in  space  and  if  she  needed  more  😭😭  they  actually  didn’t  know  how  many  tampons  women  used.  —  Raven  the  Science  Maven  (@ravenscimaven)  November  30,  2020
tweet-sno-1287	i  was  at  @ChickfilA  and  the  worker  gave  me  my  food  but  i  said  “my  pleasure”  before  him.  i  asked  him  “don’t  i  get  a  free  ice  cream  or  something  if  i  say  it  before  you  do”  he  said  that’s  fake  :(  —  AM  SENTIO  (@amsentio)  February  8,  2020
tweet-sno-1288	If  u  go  to  chick  fil  a  and  say  “my  pleasure”  before  the  employee  that  takes  your  order  says  it,  u  get  a  free  ice  cream  cookie  sandwich  #thisbetterbetrue  @ChickfilA  —  Malachi™  (@MalBro_Made_It)  October  30,  2019
tweet-sno-1289	Saying  my  pleasure  before  they  do  at  Chick-fil-A  does  not  get  you  a  free  ice  cream  trust  me  I  got  the  weirdest  look  😭😂  —  👾🌞🥀  (@toebob3)  May  3,  2020
tweet-sno-1290	Just  so  everyone  knows…saying  “my  pleasure”  before  a  Chick-fil-A  employee  does  not  get  you  a  free  cookie  ice  cream  sandwich  or  a  discount  or  anything  else  tik  tok  has  oh  so  willingly  lied  to  you  about!  —  kristapage  (@kristap15936496)  May  9,  2020
tweet-sno-1291	President-elect  Joe  Biden  says  he'd  "be  happy"  to  join  former  Presidents  Obama,  Bush  and  Clinton  in  getting  a  Covid  vaccine  in  public  to  prove  it's  safe.  "When  Dr.  Fauci  says  we  have  a  vaccine  that  is  safe,  that's  the  moment  in  which  I  will  stand  before  the  public  and  say  that"  pic.twitter.com/JATvDIMP0n  —  CNN  (@CNN)  December  4,  2020
tweet-sno-1292	It  is  also  beyond  the  pale  that  Rep  Matt  Putz  –  I  mean  @RepMattGaetz  –  would  participate  in  this.  What  a  fool.  Matt  –  You  are  not  welcome  in  New  Jersey,  and  frankly  I  don’t  ever  want  you  back  in  this  state.  pic.twitter.com/j67x9Z2lAf  —  Governor  Phil  Murphy  (@GovMurphy)  December  4,  2020
tweet-sno-1293	LIGHTS  ON  and  delivering  food  and  water  to  our  passengers!  Thank  you  @dancathy  with  @ChickfilA  for  opening  on  a  SUNDAY!  #ChristmasMiracle  pic.twitter.com/0PlSxHIWj5  —  Atlanta  Airport  (@ATLairport)  December  18,  2017
tweet-sno-1294	Is  drake  really  making  a  candle  that  smells  like  him?  I  hope  jay  is  ready  to  drop  $80  on  it.  😇  —  Tēl💙💫  (@ShantelSharee)  December  2,  2020
tweet-sno-1295	Has  anyone  happened  to  hear  if  Flash  Player  is  going  to  be  supported  after  December  2020  in  @googlechrome  ?  —  Gus  Morroco  (@911StreetMedic)  October  16,  2020
